UserID,Channel,Duration,SATimestamp,RecordDate,RecordTime,DayName,DayPart,ChannelCategory,Name,Surname,Gender,Age,AgeGroup
892453,ICC Cricket World Cup 2011,1899-12-31T05:01:12.000Z,2016-03-26T17:33:00.000Z,2016-03-26,17:33,Saturday,Afternoon,Sports,Eli ,Caves,male,34,Young Adult
828799,Channel O,1899-12-31T00:00:00.000Z,2016-02-28T10:09:00.000Z,2016-02-28,10:09,Sunday,Morning,Entertainment,Romeo ,Mastrangelo,male,38,Adult
787656,Channel O,1899-12-31T00:11:15.000Z,2016-02-15T10:40:00.000Z,2016-02-15,10:40,Monday,Morning,Entertainment,Garry ,Sytsma,male,26,Young Adult
939566,Supersport Live Events,1899-12-31T00:22:02.000Z,2016-01-09T17:40:00.000Z,2016-01-09,17:40,Saturday,Afternoon,Sports,Bret ,Holt,male,29,Young Adult
771778,Supersport Live Events,1899-12-31T00:04:12.000Z,2016-02-05T15:47:00.000Z,2016-02-05,15:47,Friday,Afternoon,Sports,Yong ,Paradis,male,21,Young Adult
808915,SuperSport Blitz,1899-12-31T00:01:14.000Z,2016-02-20T07:34:00.000Z,2016-02-20,07:34,Saturday,Morning,Sports,Cory ,Mcclaine,male,37,Adult
808915,Supersport Live Events,1899-12-31T00:00:50.000Z,2016-02-21T15:45:00.000Z,2016-02-21,15:45,Sunday,Afternoon,Sports,Cory ,Mcclaine,male,37,Adult
808916,E! Entertainment,1899-12-31T00:01:42.000Z,2016-02-19T13:03:00.000Z,2016-02-19,13:03,Friday,Afternoon,Entertainment,Donald ,Zweifel,male,43,Adult
808916,Boomerang,1899-12-31T00:00:00.000Z,2016-02-19T22:15:00.000Z,2016-02-19,22:15,Friday,Evening,Kids,Donald ,Zweifel,male,43,Adult
831679,Supersport Live Events,1899-12-31T00:00:50.000Z,2016-03-01T05:17:00.000Z,2016-03-01,05:17,Tuesday,Night,Sports,Hugh,Luthy,male,27,Young Adult
808917,Break in transmission,1899-12-31T00:00:26.000Z,2016-02-27T20:13:00.000Z,2016-02-27,20:13,Saturday,Evening,Technical/Other,Carter ,Tatham,male,34,Young Adult
808917,Supersport Live Events,1899-12-31T00:00:24.000Z,2016-02-28T22:20:00.000Z,2016-02-28,22:20,Sunday,Evening,Sports,Carter ,Tatham,male,34,Young Adult
939570,kykNET,1899-12-31T00:01:24.000Z,2016-03-31T01:52:00.000Z,2016-03-31,01:52,Thursday,Night,Entertainment,Emerson ,Marek,male,22,Young Adult
880213,Africa Magic,1899-12-31T00:00:11.500Z,2016-03-30T21:13:00.000Z,2016-03-30,21:13,Wednesday,Evening,Entertainment,Samuel ,Wigfall,male,33,Young Adult
2255459,SawSee,1899-12-31T00:00:15.000Z,2016-03-09T10:51:00.000Z,2016-03-09,10:51,Wednesday,Morning,Entertainment,Michel ,Reisinger,male,22,Young Adult
2255459,Channel O,1899-12-31T00:07:54.000Z,2016-03-29T04:23:00.000Z,2016-03-29,04:23,Tuesday,Night,Entertainment,Michel ,Reisinger,male,22,Young Adult
808921,Trace TV,1899-12-31T00:18:27.000Z,2016-03-02T08:01:00.000Z,2016-03-02,08:01,Wednesday,Morning,Entertainment,Filiberto ,Pilot,male,24,Young Adult
808921,Channel O,1899-12-31T00:00:48.000Z,2016-03-06T17:58:00.000Z,2016-03-06,17:58,Sunday,Afternoon,Entertainment,Filiberto ,Pilot,male,24,Young Adult
831683,CNN,1899-12-31T00:00:42.000Z,2016-02-25T21:48:00.000Z,2016-02-25,21:48,Thursday,Evening,News,Len ,Paradis,male,36,Adult
831683,Africa Magic,1899-12-31T00:00:00.000Z,2016-02-25T17:59:00.000Z,2016-02-25,17:59,Thursday,Afternoon,Entertainment,Len ,Paradis,male,36,Adult
831683,ICC Cricket World Cup 2011,1899-12-31T00:00:00.000Z,2016-03-04T09:21:00.000Z,2016-03-04,09:21,Friday,Morning,Sports,Len ,Paradis,male,36,Adult
761775,Cartoon Network,1899-12-31T00:02:15.000Z,2016-02-04T16:12:00.000Z,2016-02-04,16:12,Thursday,Afternoon,Kids,Stacy ,Mcculloch,male,24,Young Adult
761775,SuperSport Blitz,1899-12-31T00:01:14.000Z,2016-01-25T17:59:00.000Z,2016-01-25,17:59,Monday,Afternoon,Sports,Stacy ,Mcculloch,male,24,Young Adult
866131,Boomerang,1899-12-31T00:00:03.000Z,2016-03-07T19:16:00.000Z,2016-03-07,19:16,Monday,Evening,Kids,Len ,Gettys,male,44,Adult
904019,Africa Magic,1899-12-31T00:14:57.500Z,2016-03-29T18:03:00.000Z,2016-03-29,18:03,Tuesday,Evening,Entertainment,Cordie ,Singer,female,25,Young Adult
939575,Africa Magic,1899-12-31T00:01:22.000Z,2016-03-10T23:30:00.000Z,2016-03-10,23:30,Thursday,Evening,Entertainment,Samuel ,Sieren,male,25,Young Adult
808923,SuperSport Blitz,1899-12-31T00:01:12.000Z,2016-02-21T20:03:00.000Z,2016-02-21,20:03,Sunday,Evening,Sports,Art ,Nicholls,male,23,Young Adult
808923,Trace TV,1899-12-31T00:13:21.000Z,2016-02-17T20:45:00.000Z,2016-02-17,20:45,Wednesday,Evening,Entertainment,Art ,Nicholls,male,23,Young Adult
933014,Boomerang,1899-12-31T00:00:00.000Z,2016-04-01T01:24:00.000Z,2016-04-01,01:24,Friday,Night,Kids,Bernardo ,Marek,male,19,Teen/Child
892461,SawSee,1899-12-31T00:01:18.000Z,2016-03-12T10:24:00.000Z,2016-03-12,10:24,Saturday,Morning,Entertainment,Bernardo ,Paradis,male,30,Young Adult
892461,SawSee,1899-12-31T00:00:00.000Z,2016-03-09T05:54:00.000Z,2016-03-09,05:54,Wednesday,Night,Entertainment,Bernardo ,Paradis,male,30,Young Adult
2255463,Boomerang,1899-12-31T00:00:54.000Z,2016-03-31T15:17:00.000Z,2016-03-31,15:17,Thursday,Afternoon,Kids,Filiberto ,Curran,male,43,Adult
808926,Supersport Live Events,1899-12-31T01:29:08.000Z,2016-02-19T09:20:00.000Z,2016-02-19,09:20,Friday,Morning,Sports,Bret ,Mccollum,male,22,Young Adult
808926,Channel O,1899-12-31T00:01:48.000Z,2016-02-21T08:27:00.000Z,2016-02-21,08:27,Sunday,Morning,Entertainment,Bret ,Mccollum,male,22,Young Adult
808926,Trace TV,1899-12-31T00:01:06.000Z,2016-02-02T12:17:00.000Z,2016-02-02,12:17,Tuesday,Afternoon,Entertainment,Bret ,Mccollum,male,22,Young Adult
808926,Supersport Live Events,1899-12-31T00:03:14.000Z,2016-02-25T08:38:00.000Z,2016-02-25,08:38,Thursday,Morning,Sports,Bret ,Mccollum,male,22,Young Adult
808926,Cartoon Network,1899-12-31T00:21:11.000Z,2016-02-18T14:00:00.000Z,2016-02-18,14:00,Thursday,Afternoon,Kids,Bret ,Mccollum,male,22,Young Adult
771783,Trace TV,1899-12-31T00:04:45.000Z,2016-02-01T14:51:00.000Z,2016-02-01,14:51,Monday,Afternoon,Entertainment,Len ,Pascarella,male,23,Young Adult
771783,SawSee,1899-12-31T00:00:13.000Z,2016-01-30T23:43:00.000Z,2016-01-30,23:43,Saturday,Evening,Entertainment,Len ,Pascarella,male,23,Young Adult
2368357,SuperSport Blitz,1899-12-31T00:03:52.000Z,2016-03-02T14:32:00.000Z,2016-03-02,14:32,Wednesday,Afternoon,Sports,Kip ,Curran,male,37,Adult
2368357,Supersport Live Events,1899-12-31T00:00:56.000Z,2016-03-08T12:46:00.000Z,2016-03-08,12:46,Tuesday,Afternoon,Sports,Kip ,Curran,male,37,Adult
2368357,Cartoon Network,1899-12-31T00:00:00.000Z,2016-03-08T17:28:00.000Z,2016-03-08,17:28,Tuesday,Afternoon,Kids,Kip ,Curran,male,37,Adult
2368357,Trace TV,1899-12-31T00:00:00.000Z,2016-03-08T17:28:00.000Z,2016-03-08,17:28,Tuesday,Afternoon,Entertainment,Kip ,Curran,male,37,Adult
788616,SuperSport Blitz,1899-12-31T00:00:06.000Z,2016-01-27T14:03:00.000Z,2016-01-27,14:03,Wednesday,Afternoon,Sports,Winona ,Wigfall,female,44,Adult
771785,ICC Cricket World Cup 2011,1899-12-31T00:00:46.000Z,2016-02-28T18:53:00.000Z,2016-02-28,18:53,Sunday,Evening,Sports,Kip ,Martello,male,43,Adult
630977,Trace TV,1899-12-31T00:00:15.000Z,2016-01-16T11:52:00.000Z,2016-01-16,11:52,Saturday,Morning,Entertainment,Stacy ,Wigfall,male,28,Young Adult
808928,Channel O,1899-12-31T00:05:30.000Z,2016-02-13T21:35:00.000Z,2016-02-13,21:35,Saturday,Evening,Entertainment,Hugh,Borelli,male,35,Young Adult
808928,ICC Cricket World Cup 2011,1899-12-31T00:00:00.000Z,2016-03-01T14:15:00.000Z,2016-03-01,14:15,Tuesday,Afternoon,Sports,Hugh,Borelli,male,35,Young Adult
831694,Africa Magic,1899-12-31T00:00:02.000Z,2016-03-02T00:07:00.000Z,2016-03-02,00:07,Wednesday,Night,Entertainment,Filiberto ,Tancredi,male,25,Young Adult
808929,Africa Magic,1899-12-31T00:00:57.000Z,2016-01-11T20:18:00.000Z,2016-01-11,20:18,Monday,Evening,Entertainment,Winona ,Wigfall,female,32,Young Adult
808929,Cartoon Network,1899-12-31T01:32:32.000Z,2016-01-24T20:35:00.000Z,2016-01-24,20:35,Sunday,Evening,Kids,Winona ,Wigfall,female,32,Young Adult
892465,Cartoon Network,1899-12-31T00:02:31.000Z,2016-03-13T20:39:00.000Z,2016-03-13,20:39,Sunday,Evening,Kids,Bret ,Luthy,male,36,Adult
892465,Channel O,1899-12-31T00:00:36.000Z,2016-03-14T12:38:00.000Z,2016-03-14,12:38,Monday,Afternoon,Entertainment,Bret ,Luthy,male,36,Adult
892465,CNN,1899-12-31T00:00:37.000Z,2016-03-18T16:04:00.000Z,2016-03-18,16:04,Friday,Afternoon,News,Bret ,Luthy,male,36,Adult
892465,Vuzu,1899-12-31T00:00:20.000Z,2016-03-19T09:23:00.000Z,2016-03-19,09:23,Saturday,Morning,Entertainment,Bret ,Luthy,male,36,Adult
892465,Africa Magic,1899-12-31T00:00:08.000Z,2016-03-31T12:45:00.000Z,2016-03-31,12:45,Thursday,Afternoon,Entertainment,Bret ,Luthy,male,36,Adult
892465,Africa Magic,1899-12-31T00:00:26.000Z,2016-03-30T16:13:00.000Z,2016-03-30,16:13,Wednesday,Afternoon,Entertainment,Bret ,Luthy,male,36,Adult
820335,ICC Cricket World Cup 2011,1899-12-31T00:22:56.000Z,2016-03-08T11:19:00.000Z,2016-03-08,11:19,Tuesday,Morning,Sports,Shane ,Roquemore,male,17,Teen/Child
820335,Cartoon Network,1899-12-31T00:00:06.000Z,2016-03-19T07:10:00.000Z,2016-03-19,07:10,Saturday,Morning,Kids,Shane ,Roquemore,male,17,Teen/Child
820335,ICC Cricket World Cup 2011,1899-12-31T00:00:38.000Z,2016-03-12T11:38:00.000Z,2016-03-12,11:38,Saturday,Morning,Sports,Shane ,Roquemore,male,17,Teen/Child
820335,ICC Cricket World Cup 2011,1899-12-31T00:01:52.000Z,2016-03-12T11:48:00.000Z,2016-03-12,11:48,Saturday,Morning,Sports,Shane ,Roquemore,male,17,Teen/Child
820335,ICC Cricket World Cup 2011,1899-12-31T00:27:16.000Z,2016-03-09T15:14:00.000Z,2016-03-09,15:14,Wednesday,Afternoon,Sports,Shane ,Roquemore,male,17,Teen/Child
820335,ICC Cricket World Cup 2011,1899-12-31T00:04:22.000Z,2016-03-26T14:44:00.000Z,2016-03-26,14:44,Saturday,Afternoon,Sports,Shane ,Roquemore,male,17,Teen/Child
830836,Boomerang,1899-12-31T00:00:07.000Z,2016-03-02T13:07:00.000Z,2016-03-02,13:07,Wednesday,Afternoon,Kids,Yong ,Holt,male,21,Young Adult
770963,Supersport Live Events,1899-12-31T00:23:04.000Z,2016-03-24T11:45:00.000Z,2016-03-24,11:45,Thursday,Morning,Sports,Unknown,Unknown,Not Specified,null,Unknown
770963,ICC Cricket World Cup 2011,1899-12-31T00:06:10.000Z,2016-02-25T11:28:00.000Z,2016-02-25,11:28,Thursday,Morning,Sports,Unknown,Unknown,Not Specified,null,Unknown
904035,E! Entertainment,1899-12-31T00:05:42.000Z,2016-03-29T21:34:00.000Z,2016-03-29,21:34,Tuesday,Evening,Entertainment,Jacinto ,Hier,male,23,Young Adult
868888,ICC Cricket World Cup 2011,1899-12-31T00:06:54.000Z,2016-03-30T13:55:00.000Z,2016-03-30,13:55,Wednesday,Afternoon,Sports,Donald ,Mccown,male,21,Young Adult
808930,Supersport Live Events,1899-12-31T00:01:28.000Z,2016-02-22T10:29:00.000Z,2016-02-22,10:29,Monday,Morning,Sports,Claud ,Marek,male,35,Young Adult
808930,ICC Cricket World Cup 2011,1899-12-31T00:04:30.000Z,2016-03-02T11:38:00.000Z,2016-03-02,11:38,Wednesday,Morning,Sports,Claud ,Marek,male,35,Young Adult
808930,ICC Cricket World Cup 2011,1899-12-31T00:00:00.000Z,2016-03-11T10:40:00.000Z,2016-03-11,10:40,Friday,Morning,Sports,Claud ,Marek,male,35,Young Adult
808930,ICC Cricket World Cup 2011,1899-12-31T00:03:56.000Z,2016-02-24T13:23:00.000Z,2016-02-24,13:23,Wednesday,Afternoon,Sports,Claud ,Marek,male,35,Young Adult
808930,ICC Cricket World Cup 2011,1899-12-31T00:03:44.000Z,2016-02-24T10:33:00.000Z,2016-02-24,10:33,Wednesday,Morning,Sports,Claud ,Marek,male,35,Young Adult
808930,Supersport Live Events,1899-12-31T00:00:28.000Z,2016-02-27T19:11:00.000Z,2016-02-27,19:11,Saturday,Evening,Sports,Claud ,Marek,male,35,Young Adult
808930,ICC Cricket World Cup 2011,1899-12-31T00:00:08.000Z,2016-02-23T17:26:00.000Z,2016-02-23,17:26,Tuesday,Afternoon,Sports,Claud ,Marek,male,35,Young Adult
808930,ICC Cricket World Cup 2011,1899-12-31T00:23:08.000Z,2016-03-30T14:19:00.000Z,2016-03-30,14:19,Wednesday,Afternoon,Sports,Claud ,Marek,male,35,Young Adult
879414,CNN,1899-12-31T00:00:52.000Z,2016-03-31T23:19:00.000Z,2016-03-31,23:19,Thursday,Evening,News,Loyd ,Caves,male,30,Young Adult
771791,Channel O,1899-12-31T00:02:54.000Z,2016-03-14T13:51:00.000Z,2016-03-14,13:51,Monday,Afternoon,Entertainment,Shane ,Luthy,male,34,Young Adult
771791,M-Net,1899-12-31T00:01:43.000Z,2016-03-06T07:02:00.000Z,2016-03-06,07:02,Sunday,Morning,Entertainment,Shane ,Luthy,male,34,Young Adult
819259,Supersport Live Events,1899-12-31T00:01:44.000Z,2016-02-26T17:53:00.000Z,2016-02-26,17:53,Friday,Afternoon,Sports,Dia ,Arrieta,female,10,Teen/Child
2285528,ICC Cricket World Cup 2011,1899-12-31T00:53:50.000Z,2016-03-15T12:20:00.000Z,2016-03-15,12:20,Tuesday,Afternoon,Sports,Filiberto ,Crotty,male,26,Young Adult
868892,Trace TV,1899-12-31T00:05:54.000Z,2016-03-12T16:47:00.000Z,2016-03-12,16:47,Saturday,Afternoon,Entertainment,Raymundo ,Creager,male,20,Young Adult
808971,Boomerang,1899-12-31T00:00:14.000Z,2016-02-08T12:45:00.000Z,2016-02-08,12:45,Monday,Afternoon,Kids,Jacinto ,Mccollum,male,36,Adult
868892,Channel O,1899-12-31T00:01:42.000Z,2016-03-10T12:50:00.000Z,2016-03-10,12:50,Thursday,Afternoon,Entertainment,Raymundo ,Creager,male,20,Young Adult
866251,Boomerang,1899-12-31T00:04:31.000Z,2016-03-10T21:13:00.000Z,2016-03-10,21:13,Thursday,Evening,Kids,Filiberto ,Mina,male,30,Young Adult
779369,CNN,1899-12-31T00:20:39.000Z,2016-02-11T21:35:00.000Z,2016-02-11,21:35,Thursday,Evening,News,Dee ,Mastrangelo,male,36,Adult
779369,E! Entertainment,1899-12-31T00:06:16.000Z,2016-01-20T07:20:00.000Z,2016-01-20,07:20,Wednesday,Morning,Entertainment,Dee ,Mastrangelo,male,36,Adult
779369,CNN,1899-12-31T00:13:19.000Z,2016-01-18T15:06:00.000Z,2016-01-18,15:06,Monday,Afternoon,News,Dee ,Mastrangelo,male,36,Adult
1281997,Cartoon Network,1899-12-31T00:00:35.000Z,2016-02-20T18:51:00.000Z,2016-02-20,18:51,Saturday,Evening,Kids,Carlota ,Tancredi,female,14,Teen/Child
615057,Channel O,1899-12-31T00:14:12.000Z,2016-01-10T09:34:00.000Z,2016-01-10,09:34,Sunday,Morning,Entertainment,Anette ,Leicht,female,25,Young Adult
786055,Channel O,1899-12-31T00:01:03.000Z,2016-01-19T20:42:00.000Z,2016-01-19,20:42,Tuesday,Evening,Entertainment,Williemae ,Holt,female,25,Young Adult
786055,DStv Events 1,1899-12-31T00:02:25.000Z,2016-01-18T19:49:00.000Z,2016-01-18,19:49,Monday,Evening,Technical/Other,Williemae ,Holt,female,25,Young Adult
850656,Africa Magic,1899-12-31T00:00:16.500Z,2016-03-05T23:12:00.000Z,2016-03-05,23:12,Saturday,Evening,Entertainment,Carter ,Hoadley,male,26,Young Adult
850656,Channel O,1899-12-31T00:00:00.000Z,2016-03-06T07:25:00.000Z,2016-03-06,07:25,Sunday,Morning,Entertainment,Carter ,Hoadley,male,26,Young Adult
850656,Africa Magic,1899-12-31T00:00:00.000Z,2016-03-06T09:09:00.000Z,2016-03-06,09:09,Sunday,Morning,Entertainment,Carter ,Hoadley,male,26,Young Adult
2368365,ICC Cricket World Cup 2011,1899-12-31T00:38:12.000Z,2016-03-30T13:17:00.000Z,2016-03-30,13:17,Wednesday,Afternoon,Sports,Loyd ,Pascarella,male,27,Young Adult
764296,E! Entertainment,1899-12-31T00:02:26.000Z,2016-02-04T10:42:00.000Z,2016-02-04,10:42,Thursday,Morning,Entertainment,Royal ,Pascarella,male,23,Young Adult
764296,Trace TV,1899-12-31T00:00:00.000Z,2016-02-01T22:10:00.000Z,2016-02-01,22:10,Monday,Evening,Entertainment,Royal ,Pascarella,male,23,Young Adult
779373,CNN,1899-12-31T00:06:27.000Z,2016-02-28T07:58:00.000Z,2016-02-28,07:58,Sunday,Morning,News,Loyd ,Beville,male,40,Adult
771793,Supersport Live Events,1899-12-31T00:04:56.000Z,2016-01-05T23:33:00.000Z,2016-01-05,23:33,Tuesday,Evening,Sports,Anette ,Leicht,female,40,Adult
771793,Supersport Live Events,1899-12-31T00:00:00.000Z,2016-01-10T06:43:00.000Z,2016-01-10,06:43,Sunday,Morning,Sports,Anette ,Leicht,female,40,Adult
771793,Trace TV,1899-12-31T00:00:42.000Z,2016-02-18T22:23:00.000Z,2016-02-18,22:23,Thursday,Evening,Entertainment,Anette ,Leicht,female,40,Adult
771793,Trace TV,1899-12-31T00:02:33.000Z,2016-02-12T02:38:00.000Z,2016-02-12,02:38,Friday,Night,Entertainment,Anette ,Leicht,female,40,Adult
1106084,Channel O,1899-12-31T00:11:39.000Z,2016-03-22T20:50:00.000Z,2016-03-22,20:50,Tuesday,Evening,Entertainment,Hyman ,Mosser,male,37,Adult
1106084,Supersport Live Events,1899-12-31T00:00:54.000Z,2016-03-05T19:30:00.000Z,2016-03-05,19:30,Saturday,Evening,Sports,Hyman ,Mosser,male,37,Adult
1106084,ICC Cricket World Cup 2011,1899-12-31T00:11:24.000Z,2016-03-06T11:20:00.000Z,2016-03-06,11:20,Sunday,Morning,Sports,Hyman ,Mosser,male,37,Adult
1106084,Trace TV,1899-12-31T00:03:24.000Z,2016-03-09T06:54:00.000Z,2016-03-09,06:54,Wednesday,Morning,Entertainment,Hyman ,Mosser,male,37,Adult
1106084,Channel O,1899-12-31T00:04:39.000Z,2016-03-09T20:00:00.000Z,2016-03-09,20:00,Wednesday,Evening,Entertainment,Hyman ,Mosser,male,37,Adult
868895,Trace TV,1899-12-31T00:13:48.000Z,2016-03-15T01:35:00.000Z,2016-03-15,01:35,Tuesday,Night,Entertainment,Kip ,Paradis,male,23,Young Adult
868895,ICC Cricket World Cup 2011,1899-12-31T00:38:02.000Z,2016-03-12T14:18:00.000Z,2016-03-12,14:18,Saturday,Afternoon,Sports,Kip ,Paradis,male,23,Young Adult
868895,Trace TV,1899-12-31T00:01:09.000Z,2016-03-12T14:19:00.000Z,2016-03-12,14:19,Saturday,Afternoon,Entertainment,Kip ,Paradis,male,23,Young Adult
868895,ICC Cricket World Cup 2011,1899-12-31T00:02:00.000Z,2016-03-16T02:02:00.000Z,2016-03-16,02:02,Wednesday,Night,Sports,Kip ,Paradis,male,23,Young Adult
868895,Channel O,1899-12-31T00:03:18.000Z,2016-03-16T02:14:00.000Z,2016-03-16,02:14,Wednesday,Night,Entertainment,Kip ,Paradis,male,23,Young Adult
808934,Supersport Live Events,1899-12-31T00:12:40.000Z,2016-03-24T14:17:00.000Z,2016-03-24,14:17,Thursday,Afternoon,Sports,Claud ,Woolard,male,36,Adult
808934,Boomerang,1899-12-31T00:05:30.000Z,2016-03-11T18:58:00.000Z,2016-03-11,18:58,Friday,Evening,Kids,Claud ,Woolard,male,36,Adult
808934,Supersport Live Events,1899-12-31T00:00:00.000Z,2016-02-06T08:56:00.000Z,2016-02-06,08:56,Saturday,Morning,Sports,Claud ,Woolard,male,36,Adult
808934,Trace TV,1899-12-31T00:04:03.000Z,2016-02-06T12:38:00.000Z,2016-02-06,12:38,Saturday,Afternoon,Entertainment,Claud ,Woolard,male,36,Adult
808934,Supersport Live Events,1899-12-31T00:03:38.000Z,2016-02-06T21:55:00.000Z,2016-02-06,21:55,Saturday,Evening,Sports,Claud ,Woolard,male,36,Adult
808934,Trace TV,1899-12-31T00:04:57.000Z,2016-03-06T14:38:00.000Z,2016-03-06,14:38,Sunday,Afternoon,Entertainment,Claud ,Woolard,male,36,Adult
808934,SuperSport Blitz,1899-12-31T00:02:42.000Z,2016-02-12T19:16:00.000Z,2016-02-12,19:16,Friday,Evening,Sports,Claud ,Woolard,male,36,Adult
808934,Supersport Live Events,1899-12-31T00:01:02.000Z,2016-03-06T15:58:00.000Z,2016-03-06,15:58,Sunday,Afternoon,Sports,Claud ,Woolard,male,36,Adult
808934,Supersport Live Events,1899-12-31T00:01:38.000Z,2016-03-06T16:00:00.000Z,2016-03-06,16:00,Sunday,Afternoon,Sports,Claud ,Woolard,male,36,Adult
808934,Supersport Live Events,1899-12-31T00:01:30.000Z,2016-03-27T18:07:00.000Z,2016-03-27,18:07,Sunday,Evening,Sports,Claud ,Woolard,male,36,Adult
939592,Supersport Live Events,1899-12-31T00:17:32.000Z,2016-03-27T16:51:00.000Z,2016-03-27,16:51,Sunday,Afternoon,Sports,Brendan ,Mccown,male,34,Young Adult
771796,SuperSport Blitz,1899-12-31T00:27:14.000Z,2016-02-05T17:17:00.000Z,2016-02-05,17:17,Friday,Afternoon,Sports,Jacinto ,Mcclaine,male,35,Young Adult
771796,Supersport Live Events,1899-12-31T00:02:28.000Z,2016-03-24T12:46:00.000Z,2016-03-24,12:46,Thursday,Afternoon,Sports,Jacinto ,Mcclaine,male,35,Young Adult
771796,Channel O,1899-12-31T00:00:51.000Z,2016-02-06T18:10:00.000Z,2016-02-06,18:10,Saturday,Evening,Entertainment,Jacinto ,Mcclaine,male,35,Young Adult
771796,Supersport Live Events,1899-12-31T00:00:18.000Z,2016-02-06T18:18:00.000Z,2016-02-06,18:18,Saturday,Evening,Sports,Jacinto ,Mcclaine,male,35,Young Adult
771796,Supersport Live Events,1899-12-31T00:24:10.000Z,2016-03-27T18:58:00.000Z,2016-03-27,18:58,Sunday,Evening,Sports,Jacinto ,Mcclaine,male,35,Young Adult
771796,Supersport Live Events,1899-12-31T01:44:38.000Z,2016-03-26T19:00:00.000Z,2016-03-26,19:00,Saturday,Evening,Sports,Jacinto ,Mcclaine,male,35,Young Adult
889840,Supersport Live Events,1899-12-31T00:00:00.000Z,2016-03-20T22:18:00.000Z,2016-03-20,22:18,Sunday,Evening,Sports,Stefan ,Paradis,male,31,Young Adult
2368371,Supersport Live Events,1899-12-31T00:08:12.000Z,2016-03-26T12:25:00.000Z,2016-03-26,12:25,Saturday,Afternoon,Sports,Markus ,Arrieta,male,44,Adult
617535,Africa Magic,1899-12-31T00:00:11.000Z,2016-01-11T22:08:00.000Z,2016-01-11,22:08,Monday,Evening,Entertainment,Stefan ,Reisinger,male,40,Adult
617961,Boomerang,1899-12-31T00:09:11.000Z,2016-02-01T00:06:00.000Z,2016-02-01,00:06,Monday,Night,Kids,Robby ,Mosser,male,30,Young Adult
771797,SuperSport Blitz,1899-12-31T00:00:32.000Z,2016-02-03T15:31:00.000Z,2016-02-03,15:31,Wednesday,Afternoon,Sports,Randy ,Beville,male,35,Young Adult
67584,Supersport Live Events,1899-12-31T00:05:58.000Z,2016-01-18T17:04:00.000Z,2016-01-18,17:04,Monday,Afternoon,Sports,Hollis ,Caves,male,58,Senior
808936,Supersport Live Events,1899-12-31T00:05:50.000Z,2016-03-24T14:31:00.000Z,2016-03-24,14:31,Thursday,Afternoon,Sports,Valentine ,Slane,male,23,Young Adult
808936,Supersport Live Events,1899-12-31T00:00:00.000Z,2016-02-18T12:25:00.000Z,2016-02-18,12:25,Thursday,Afternoon,Sports,Valentine ,Slane,male,23,Young Adult
590480,Africa Magic,1899-12-31T00:02:47.000Z,2016-01-04T18:11:00.000Z,2016-01-04,18:11,Monday,Evening,Entertainment,Mellie ,Creager,female,10,Teen/Child
831713,Trace TV,1899-12-31T00:07:06.000Z,2016-03-14T09:08:00.000Z,2016-03-14,09:08,Monday,Morning,Entertainment,Katharina ,Condie,female,26,Young Adult
831713,Trace TV,1899-12-31T00:15:21.000Z,2016-03-07T16:45:00.000Z,2016-03-07,16:45,Monday,Afternoon,Entertainment,Katharina ,Condie,female,26,Young Adult
